232740,2798755,4708262,fav,1512058050
872883,4913491,2355072,fav,1512058050
601996,887446,1813610,fav,1512058055
727352,4329682,3002561,fav,1512058062
731639,361143,4756105,fav,1512058064
848205,1213874,1879194,fav,1512058067
724060,2311795,1299190,fav,1512058069
966655,3026467,1320293,fav,1512058069
661383,3529591,4756105,buy,1512058071
224771,397067,4181361,fav,1512058076
524431,4922408,1320293,fav,1512058083
827335,343692,2735466,fav,1512058085
536670,619192,4145813,fav,1512058086
526250,2971269,2735466,fav,1512058090
922708,3427154,4801426,fav,1512058094
155695,3279527,2355072,fav,1512058095
232740,2454097,4145813,fav,1512058095
727352,2485096,3002561,fav,1512058123
87395,4105058,3607361,fav,1512058126
15661,4185152,2520377,fav,1512058129
1008917,4928164,2465336,fav,1512058141
82290,823139,2355072,fav,1512058141
65704,394978,3015852,fav,1512058157
239902,3349189,2735466,buy,1512058165
239902,1875315,3065645,buy,1512058165
559169,297610,4756105,fav,1512058175
113540,2380055,3277224,fav,1512058177
254177,3074690,4756105,fav,1512058178
497479,2978826,2735466,fav,1512058183
922708,1360267,4801426,fav,1512058184
708185,2279598,1080785,fav,1512058195
714392,3150745,1080785,fav,1512058199
714392,825932,3607361,fav,1512058208
143243,1907925,1080785,fav,1512058209
58458,2417494,884828,fav,1512058211
180921,3970582,753984,fav,1512058211
11173,1573985,3607361,fav,1512058224
296354,2300482,982926,fav,1512058226
224771,3420806,4181361,fav,1512058227
923552,2588475,4756105,fav,1512058237
731639,1611933,4756105,fav,1512058239
178124,3997635,4145813,buy,1512058242
763171,3073676,3641399,fav,1512058250
602530,3073676,3641399,fav,1512058251
602530,3802960,4640311,fav,1512058265
763171,3802960,4640311,fav,1512058268
437537,2423376,1080785,fav,1512058272
15661,5135699,339305,fav,1512058273
1008917,2108897,2465336,fav,1512058278
714392,2372094,1080785,fav,1512058282
737269,4748896,4181361,fav,1512058286
581054,3033639,982926,fav,1512058299
1247,4928882,2465336,fav,1512058303
714392,521725,154040,fav,1512058309
524431,2324901,2465336,fav,1512058310
714392,612782,1080785,fav,1512058323
113939,1878421,4145813,fav,1512058327
89912,3045148,3607361,fav,1512058335
524431,4238486,982926,fav,1512058340
779825,3935628,1320293,fav,1512058348
15661,3478588,883960,fav,1512058349
648368,1914242,1792277,fav,1512058352
141140,2439114,982926,fav,1512058356
425573,4522344,3776866,fav,1512058359
922708,3249912,2920476,fav,1512058366
337720,176062,4952210,fav,1512058369
10698,4919932,1080785,buy,1512058370
806175,3192981,4613485,fav,1512058370
526250,4224227,3425094,fav,1512058381
868470,2237791,3607361,fav,1512058383
905925,1725709,2465336,fav,1512058389
317859,4149849,570735,fav,1512058391
601996,909804,222147,fav,1512058398
65704,2279428,2303546,fav,1512058400
844233,465433,1320293,fav,1512058402
586928,938399,4756105,fav,1512058403
33849,4316489,1464116,fav,1512058403
922708,2153310,982926,fav,1512058408
113939,400540,4756105,fav,1512058413
89912,2314640,2355072,fav,1512058417
693742,4221431,1879194,fav,1512058422
827335,5055776,2735466,fav,1512058423
414661,5123910,3607361,fav,1512058428
661383,4262643,4801426,buy,1512058431
1247,971318,2465336,fav,1512058435
922708,711588,2920476,fav,1512058442
425622,70176,4756105,fav,1512058444
81120,439480,4756105,fav,1512058450
754620,4866351,3607361,fav,1512058450
42561,99718,4756105,fav,1512058451
459825,5155573,4145813,fav,1512058452
58458,3686554,4939021,fav,1512058456
582406,191131,4801426,fav,1512058462
736900,885933,3673501,buy,1512058469
573580,664102,982926,fav,1512058470
947781,2205475,4756105,fav,1512058472
540224,4633612,982926,fav,1512058474
637132,1803377,3102419,fav,1512058476
629639,1417668,3736316,fav,1512058477
547723,619356,1879194,fav,1512058489
206540,5148627,753984,fav,1512058491
991486,1203613,3002561,fav,1512058494
631713,1985302,737184,fav,1512058497
842200,4835183,2355072,fav,1512058505
779825,2060422,4217906,fav,1512058509
282835,1695342,3607361,fav,1512058512
238281,3217793,2920476,fav,1512058517
232740,3650052,4756105,fav,1512058520
795863,247914,3002561,fav,1512058520
905925,3885603,4244487,fav,1512058528
15661,2685591,753984,fav,1512058531
621859,2138468,1928278,fav,1512058537
58458,4825186,3371868,fav,1512058539
49250,2372094,1080785,fav,1512058546
113540,3691417,3879308,buy,1512058550
902925,2610680,3002561,fav,1512058550
523237,640975,2355072,fav,1512058562
1011766,954365,2085893,fav,1512058564
951523,1854569,2629787,fav,1512058565
160286,4937331,4182213,fav,1512058566
905925,4576330,982926,fav,1512058567
736900,1073564,3673501,buy,1512058569
238281,426232,4756105,fav,1512058576
523237,1964010,2355072,fav,1512058582
420289,3971346,2465336,fav,1512058585
552090,328501,4145813,fav,1512058586
620213,5109079,2355072,fav,1512058590
10698,4489792,2520771,fav,1512058617
910786,394978,3015852,fav,1512058618
479094,589145,982926,fav,1512058628
212438,4651092,3002561,fav,1512058633
586928,3821924,4756105,fav,1512058649
212438,3598228,3002561,fav,1512058667
906960,858620,4145813,fav,1512058672
141140,4531101,4756105,fav,1512058674
479094,361989,2520377,fav,1512058675
526250,3308530,2572604,fav,1512058678
532151,4569272,4801426,fav,1512058680
848100,1462991,2520771,fav,1512058691
366921,4525461,4756105,fav,1512058691
471147,4101922,4145813,fav,1512058691
523237,2290682,2355072,fav,1512058700
375899,5033221,4089476,fav,1512058701
473073,465433,1320293,fav,1512058703
305211,1503861,965809,fav,1512058710
232740,2821308,4756105,fav,1512058714
505327,264220,1464116,buy,1512058714
523237,4988453,2355072,fav,1512058717
831208,1732325,4756105,fav,1512058718
303650,4705092,4756105,fav,1512058722
81120,2642366,2735466,fav,1512058746
375899,3903048,1891872,fav,1512058748
648368,1677641,4145813,fav,1512058749
119989,3713574,4756105,fav,1512058756
141140,3600173,1320293,fav,1512058760
523237,2404882,2355072,fav,1512058760
779825,3761770,1080785,fav,1512058766
333771,4046898,4756105,fav,1512058770
146101,3339243,4756105,fav,1512058780
232740,77819,4690421,fav,1512058782
347992,3676378,2355072,fav,1512058788
308425,5064665,4756105,fav,1512058792
160286,3732217,2810146,fav,1512058796
440351,2888294,4756105,fav,1512058799
326784,5083397,3002561,fav,1512058799
809135,4622999,4756105,fav,1512058817
813599,3331037,4217906,fav,1512058821
333771,3378747,4756105,fav,1512058826
910772,2599746,3673501,buy,1512058830
116410,3161019,2629787,fav,1512058850
681039,4068238,1870458,fav,1512058851
563430,4764757,3361496,fav,1512058852
375899,3766115,3788576,fav,1512058862
693742,3073676,3641399,fav,1512058869
611938,3073676,3641399,fav,1512058869
11006,4659524,4801426,fav,1512058878
298174,2790323,982926,fav,1512058885
611938,3802960,4640311,fav,1512058887
693742,3802960,4640311,fav,1512058891
563430,1451261,1154246,fav,1512058896
33849,2120489,3231625,fav,1512058904
586949,73485,4756105,fav,1512058921
172000,1451261,1154246,fav,1512058924
742133,262811,982926,fav,1512058927
334034,1137791,2520377,fav,1512058932
42561,842197,4756105,fav,1512058939
809135,4781883,4756105,fav,1512058943
578058,328316,2355072,fav,1512058951
347992,306539,737184,fav,1512058956
368151,4050388,149192,fav,1512058965
884721,3045148,3607361,fav,1512058969
471147,5134662,4145813,fav,1512058976
548363,1275702,4756105,fav,1512058982
627520,2751995,2520377,fav,1512058984
123015,1357879,3672452,fav,1512058992
334034,4203394,2355072,fav,1512058998
501181,2207478,2355072,fav,1512059001
676751,134629,2735466,fav,1512059006
87482,1310880,1080785,fav,1512059006
550001,1652350,4458428,fav,1512059006
652585,3502672,4145813,fav,1512059013
228027,2597539,3404739,fav,1512059018
772641,3289795,4756105,fav,1512059028
848205,2553422,1879194,fav,1512059030
298174,1030015,4756105,fav,1512059033
87482,1671895,2355072,fav,1512059033
884721,3213614,154040,fav,1512059048
573580,3513748,4801426,fav,1512059050
586928,3711309,2355072,fav,1512059051
586928,871145,4756105,fav,1512059058
126249,983744,4576874,fav,1512059059
368151,32339,149192,fav,1512059062
33849,600098,3776866,fav,1512059064
573580,2521928,4801426,fav,1512059069
368151,101138,149192,fav,1512059070
366921,4461339,4756105,fav,1512059085
124405,2691022,982926,fav,1512059089
232740,951136,2465336,fav,1512059091
33849,3071728,3776866,fav,1512059095
586928,4835183,2355072,fav,1512059102
392359,4149849,570735,fav,1512059110
586928,4377643,2355072,fav,1512059113
101807,987143,2355072,fav,1512059127
326784,1220876,4145813,fav,1512059127
1011766,3183557,3277224,fav,1512059132
1001735,367824,4756105,fav,1512059133
824862,382342,4357323,fav,1512059137
65704,2851222,4756105,fav,1512059140
586928,4837172,2355072,fav,1512059143
919119,59883,4818107,fav,1512059147
96926,2739898,883960,fav,1512059152
440351,1514299,4756105,fav,1512059154
33849,1175328,4835015,fav,1512059158
824862,752740,4690421,fav,1512059167
771979,2779064,3102419,fav,1512059168
753580,1016413,982926,fav,1512059168
870886,4906576,982926,fav,1512059172
695633,1563032,4145813,fav,1512059174
156281,3502309,2520377,fav,1512059175
865977,2701669,982926,fav,1512059179
33849,2645139,982926,fav,1512059179
393905,2674540,4756105,fav,1512059190
715981,963243,149192,fav,1512059191
559169,2477222,2355072,fav,1512059193
323802,4110678,4756105,fav,1512059193
347992,3514890,2355072,fav,1512059198
434647,2641115,3004853,fav,1512059207
434647,1429519,245030,fav,1512059207
393905,4485922,4756105,fav,1512059209
499305,2950287,1080785,fav,1512059211
586928,812304,1080785,fav,1512059217
118472,3438153,4731191,fav,1512059223
366742,2818406,982926,fav,1512059229
294137,2466347,2465336,fav,1512059247
586928,5141180,2355072,fav,1512059255
848205,2401273,4082778,fav,1512059262
368151,4274573,982926,fav,1512059264
33849,4951466,256001,fav,1512059265
33849,4930963,3848953,fav,1512059269
1001735,1599902,1879194,fav,1512059272
831208,1085601,800581,fav,1512059281
196856,3838388,1879194,buy,1512059284
232740,3239616,3672452,fav,1512059287
282835,1134646,3607361,fav,1512059288
351745,1111720,2465336,fav,1512059290
824862,4413978,4145813,fav,1512059302
103248,5148473,2920476,fav,1512059307
33849,1495776,1929875,fav,1512059313
232740,1357879,3672452,fav,1512059316
708698,2493770,2355072,fav,1512059322
505327,2162950,570735,buy,1512059322
824862,2022767,4690421,fav,1512059325
258747,2219956,1922644,fav,1512059328
919119,3835146,1349634,fav,1512059331
33849,4952088,2453525,fav,1512059333
162111,2060938,4145813,fav,1512059333
258747,978925,4763051,fav,1512059334
33849,4431901,1929875,fav,1512059341
859565,4975426,570735,fav,1512059345
586928,3399858,4756105,fav,1512059346
247562,4786587,2520377,fav,1512059346
285954,2174798,3002561,fav,1512059348
132214,1214228,4756105,fav,1512059352
573505,3289558,3774512,fav,1512059353
824862,1069292,3002561,fav,1512059356
559169,2678768,4358294,fav,1512059358
616190,1259096,2735466,fav,1512059366
375899,1550635,3745824,fav,1512059378
824862,218533,4936889,fav,1512059380
586928,1204747,2355072,fav,1512059385
972112,4224821,982926,buy,1512059386
559169,1143624,3607361,fav,1512059400
816050,2022767,4690421,fav,1512059408
132214,5128303,4756105,fav,1512059410
753580,3204000,4756105,fav,1512059412
42556,3307375,3607361,fav,1512059414
1011766,1284489,3277224,fav,1512059421
813599,4423269,4801426,fav,1512059426
42556,2200475,3607361,fav,1512059427
573505,4158003,2629787,fav,1512059428
211670,3505100,2465336,fav,1512059432
662179,794780,1125484,fav,1512059433
856457,3788742,2355072,fav,1512059443
118472,501434,2440115,fav,1512059452
586928,4964043,982926,fav,1512059461
440351,290403,4756105,fav,1512059462
771979,4806499,4690421,fav,1512059462
602530,4068238,1870458,fav,1512059472
141140,2115332,982926,fav,1512059473
923851,4068238,1870458,fav,1512059473
172000,4539493,800581,fav,1512059475
907485,1306284,3607361,fav,1512059480
753580,1676659,2465336,fav,1512059485
118472,3641971,245312,fav,1512059486
620213,2032668,1080785,fav,1512059486
1001735,2783905,4756105,fav,1512059488
78944,37566,2355072,fav,1512059499
450705,2127864,2465336,fav,1512059513
586928,5063639,2920476,fav,1512059524
211670,5083146,2465336,fav,1512059532
366742,4314316,3607361,fav,1512059534
151983,2621774,4181361,buy,1512059540
824862,751298,2735466,fav,1512059546
101591,4876003,4756105,fav,1512059553
614594,4958854,883960,buy,1512059561
856457,2207478,2355072,fav,1512059566
326784,4945338,4145813,fav,1512059572
499305,2243613,2355072,fav,1512059573
616190,2862622,2735466,fav,1512059592
871954,2664861,2355072,fav,1512059600
118472,4041504,1125862,fav,1512059607
987608,1032846,982926,fav,1512059612
631016,4009106,2629787,fav,1512059613
553344,3121645,4756105,fav,1512059614
645548,2265324,149192,fav,1512059620
586928,2729620,4756105,fav,1512059626
1001735,3313779,4756105,fav,1512059628
629639,2171757,570735,fav,1512059630
282729,3186967,149192,fav,1512059652
771979,3283186,3002561,fav,1512059652
884953,1940710,2355072,fav,1512059653
217448,3834910,749203,fav,1512059656
772641,3950315,4756105,fav,1512059663
1011766,4171216,4576874,fav,1512059691
586928,1418671,4756105,fav,1512059693
450705,432024,982926,fav,1512059702
265501,2642981,1787510,fav,1512059709
326784,3806791,4145813,fav,1512059732
47425,3244515,3108044,fav,1512059738
188032,3908819,3607361,fav,1512059738
1003127,1362259,3975787,fav,1512059743
162111,2216680,4801426,fav,1512059768
450705,779670,2465336,fav,1512059779
813599,4305439,2982027,fav,1512059791
724060,419336,5053508,buy,1512059827
553344,924090,2131531,fav,1512059831
125913,909434,4357323,fav,1512059833
247562,2308934,4145813,fav,1512059841
456947,4906576,982926,fav,1512059848
919119,3966862,149192,fav,1512059856
907485,1341667,4756105,fav,1512059857
901886,2718850,4756105,fav,1512059865
326784,1013256,982926,fav,1512059879
522161,3307375,3607361,fav,1512059885
103248,983744,4576874,fav,1512059902
282729,1781030,982926,fav,1512059904
50068,265985,4789432,fav,1512059904
865977,882874,4643350,fav,1512059907
856457,929850,2520377,fav,1512059910
865977,4786920,2465336,fav,1512059919
1015961,3361689,2042400,buy,1512059920
282729,5065028,4756105,fav,1512059935
586104,2109870,2520377,fav,1512059938
581514,3403645,3607361,fav,1512059952
586104,2332916,2520377,fav,1512059962
212438,2828948,4145813,fav,1512059976
586928,2153676,2355072,fav,1512059981
473073,1399650,2735466,fav,1512059984
428473,2824049,1765288,fav,1512059990
425573,3012467,2489066,fav,1512059993
757175,2700261,4756105,fav,1512060005
431040,1301570,4756105,fav,1512060012
282729,3386072,982926,fav,1512060025
326784,4835633,982926,fav,1512060028
473073,203231,4217906,fav,1512060029
1003127,2739898,883960,fav,1512060034
919119,2513224,1474371,fav,1512060042
802469,3299330,4801426,fav,1512060048
508376,3834910,749203,fav,1512060062
489838,99718,4756105,fav,1512060065
458903,3361571,4758477,buy,1512060084
458903,2091937,3776866,buy,1512060084
458903,772674,3902231,buy,1512060084
581514,2691373,3607361,fav,1512060089
902372,4836904,4756105,fav,1512060097
1011766,1279315,4391936,fav,1512060100
732938,4051819,4801426,fav,1512060104
899693,2032855,1474371,fav,1512060121
914877,4168202,1320293,fav,1512060122
870886,1742930,4756105,fav,1512060123
503536,1600430,3248072,fav,1512060126
840777,1213741,4690421,fav,1512060138
326784,1795403,982926,fav,1512060140
875274,3662836,4145813,fav,1512060141
483779,3666423,2355072,fav,1512060144
94010,4092285,3879308,fav,1512060160
818385,773081,3607361,fav,1512060163
153255,4443059,570735,fav,1512060165
366742,3675318,4756105,fav,1512060169
547723,1615550,4181361,fav,1512060180
282729,3587386,2520377,fav,1512060184
456947,2115332,982926,fav,1512060186
920256,3095445,4801426,fav,1512060189
444807,3485073,982926,fav,1512060203
326784,3737185,982926,fav,1512060205
920256,4736400,4801426,fav,1512060210
101591,4805027,2520377,fav,1512060216
813929,1850950,154040,fav,1512060216
662358,4872601,4756105,fav,1512060224
920256,2061699,4801426,fav,1512060224
673410,4456317,982926,fav,1512060227
282729,2938216,982926,fav,1512060229
401199,2266310,411153,fav,1512060237
813929,3792151,4672807,fav,1512060238
966359,393188,3607361,fav,1512060240
920256,4946821,4801426,fav,1512060253
606323,4227358,2558204,fav,1512060256
282729,1370828,2520377,fav,1512060257
508376,978353,1875258,fav,1512060263
813599,4879081,4690421,fav,1512060269
508376,1018866,2702525,fav,1512060277
143724,2615218,4801426,fav,1512060283
473073,4544013,2735466,fav,1512060290
1008146,3094316,4449178,fav,1512060297
645548,389169,4801426,fav,1512060300
289533,3623362,4756105,fav,1512060302
473073,2315069,2735466,fav,1512060318
616533,1596089,4756105,fav,1512060322
282729,5091250,982926,fav,1512060326
508376,3259235,2667323,fav,1512060327
737798,1070845,4576874,buy,1512060333
289533,2353750,4756105,fav,1512060338
673410,685194,982926,fav,1512060346
3867,4269681,4756105,fav,1512060351
289533,4215633,4756105,fav,1512060356
96840,3339243,4756105,fav,1512060367
732938,2140437,3002561,fav,1512060370
326784,4012730,982926,fav,1512060372
586928,2655135,4756105,fav,1512060388
326784,262811,982926,fav,1512060401
586928,1736435,1320293,fav,1512060405
153255,2988776,3075521,fav,1512060409
673410,3822728,982926,fav,1512060424
508376,1732560,872572,fav,1512060429
645548,3833657,1320293,fav,1512060433
581514,2314640,2355072,fav,1512060437
586928,3373763,1320293,fav,1512060438
289533,2762212,4756105,fav,1512060444
423283,2140069,982926,fav,1512060451
607068,988034,2355072,fav,1512060453
850133,4438708,4145813,fav,1512060458
425573,4201576,2355072,fav,1512060467
153255,4260056,4756105,fav,1512060482
939279,240034,1080785,fav,1512060485
1010351,3670888,4756105,fav,1512060499
95462,822393,1080785,fav,1512060500
139967,4323177,154040,fav,1512060504
715981,3949347,4145813,fav,1512060515
586928,1546644,2520377,fav,1512060524
354083,4634798,1879194,fav,1512060542
629639,1357981,3524510,fav,1512060547
95462,3866910,982926,fav,1512060558
285954,2334607,4145813,fav,1512060558
620213,2453542,1080785,fav,1512060558
662358,1274610,1320293,buy,1512060569
547186,2265324,149192,fav,1512060571
499305,855292,1320293,fav,1512060577
425173,2347981,154040,fav,1512060579
939279,2696802,1859277,fav,1512060588
143724,4854978,4756105,fav,1512060588
586928,2685219,2735466,fav,1512060596
139967,1964010,2355072,fav,1512060606
143724,4925163,4756105,fav,1512060613
139967,2716969,149192,fav,1512060614
920256,870086,4145813,fav,1512060616
683890,3749068,4145813,fav,1512060622
586928,1236652,149192,fav,1512060627
95462,1770204,982926,fav,1512060633
508376,720098,2702525,fav,1512060654
629639,2851250,1575622,fav,1512060665
939279,1853155,4801426,fav,1512060666
508376,2630273,4509358,fav,1512060675
434647,2278465,4544118,fav,1512060679
401199,2938398,2520771,fav,1512060681
419883,3665269,1080785,fav,1512060683
586928,286729,2520771,fav,1512060688
96840,2842422,3607361,fav,1512060701
477146,1273077,2920476,fav,1512060705
139967,3761770,1080785,fav,1512060719
951270,4852336,2520771,fav,1512060721
774205,1632861,4801426,fav,1512060723
393778,2652265,4643350,fav,1512060732
442000,3868165,4756105,fav,1512060748
852873,4552818,4756105,fav,1512060748
477146,995354,2920476,fav,1512060750
939279,1201515,2629787,fav,1512060775
143724,2033493,2355072,fav,1512060787
910786,1854569,2629787,fav,1512060812
951270,1635236,2355072,fav,1512060813
499305,2467411,1320293,fav,1512060819
919119,815899,149192,fav,1512060833
798913,860058,3002561,fav,1512060841
508376,815347,1789614,fav,1512060851
939279,3863674,1575622,fav,1512060854
586928,3079334,4801426,fav,1512060856
586928,960011,2735466,fav,1512060867
508376,1293331,1312158,fav,1512060870
852873,3625014,3002561,fav,1512060881
477146,2528640,2920476,fav,1512060891
608869,3691417,3879308,fav,1512060892
645548,2164818,4217906,fav,1512060896
608869,1914863,4756105,fav,1512060897
608869,2321257,4756105,fav,1512060898
951270,2310952,1080785,fav,1512060899
608869,2564418,4756105,fav,1512060899
586928,2860223,4801426,fav,1512060904
469870,3017816,2735466,buy,1512060911
95462,3249912,2920476,fav,1512060916
247945,1746726,2920476,fav,1512060938
247945,3878908,982926,fav,1512060968
220145,2832987,4145813,fav,1512061013
236224,2701919,2355072,fav,1512061034
951270,3973177,154040,fav,1512061040
991486,2079722,411153,fav,1512061046
220145,973708,4756105,fav,1512061047
209766,580072,737184,fav,1512061053
473969,617643,2355072,fav,1512061056
220145,2522093,982926,fav,1512061067
865977,3139742,4756105,fav,1512061070
247945,4172021,801221,fav,1512061093
586861,927966,4145813,fav,1512061098
358511,297610,4756105,fav,1512061120
220145,390491,4756105,fav,1512061124
153255,1419997,5028097,fav,1512061134
865977,2032668,1080785,fav,1512061138
631713,2700261,4756105,fav,1512061139
42561,2718850,4756105,fav,1512061141
508376,2671601,3123784,fav,1512061149
167105,3215615,4217906,fav,1512061166
902372,3783464,4756105,fav,1512061175
586928,2601044,2735466,fav,1512061177
920370,2815870,1029459,fav,1512061193
508376,3332702,677459,fav,1512061197
414661,3958329,1859277,fav,1512061200
631713,2844899,4756105,fav,1512061200
760259,2482624,4936889,fav,1512061202
547475,4468249,2735466,fav,1512061204
586928,4544013,2735466,fav,1512061204
358511,4503575,3607361,fav,1512061213
645548,3307905,2520377,fav,1512061218
415165,2453685,3664107,fav,1512061223
508376,870740,4731191,fav,1512061232
508376,1425951,3850614,fav,1512061243
586928,2437517,2735466,fav,1512061248
383921,2521347,570735,fav,1512061249
209766,558410,3607361,fav,1512061256
220145,2774753,2465336,fav,1512061257
891486,4572930,2520377,fav,1512061257
547723,3596912,4181361,buy,1512061259
421506,3028769,2355072,fav,1512061262
383921,4344356,570735,fav,1512061264
392622,2019319,4756105,fav,1512061289
593901,4063621,149192,fav,1512061304
722117,821991,982926,fav,1512061321
383921,2444391,2355072,fav,1512061323
158476,893452,4756105,fav,1512061323
284322,4925708,4756105,fav,1512061330
383921,4149849,570735,fav,1512061339
425173,4695962,154040,fav,1512061340
586928,2645139,982926,fav,1512061359
247945,3031354,2735466,fav,1512061365
284322,1902391,4756105,fav,1512061388
508376,3732217,2810146,fav,1512061389
508376,781299,4320339,fav,1512061400
586928,3535665,2520377,fav,1512061456
421506,881925,4756105,fav,1512061464
440826,1583704,4801426,fav,1512061476
41204,678782,2939262,fav,1512061476
153255,860684,2421366,fav,1512061482
593901,4313336,2735466,fav,1512061519
188032,1154789,4801426,fav,1512061523
802469,4947400,3607361,fav,1512061543
153648,2909072,4801426,buy,1512061544
153648,1163632,4756105,buy,1512061544
153648,929135,4801426,buy,1512061544
153648,4683015,982926,buy,1512061545
153648,2902597,4145813,buy,1512061545
153648,1282695,982926,buy,1512061545
504409,3608911,982926,fav,1512061546
584611,2990134,2465336,fav,1512061549
584611,678425,2355072,fav,1512061565
508376,4927699,3112817,fav,1512061570
586928,117334,982926,fav,1512061622
586928,1485793,4756105,fav,1512061632
153961,2668307,982926,fav,1512061632
425173,2828948,4145813,fav,1512061647
425173,4531940,4217906,fav,1512061692
3867,1187111,4756105,fav,1512061696
141957,4641318,4145813,fav,1512061700
220145,4742753,1080785,fav,1512061728
355301,1850821,4756105,fav,1512061734
31632,2319849,2520377,fav,1512061740
603144,395996,982926,fav,1512061741
141957,3659020,982926,fav,1512061742
421506,3103756,4962280,fav,1512061752
355301,812879,4756105,fav,1512061769
586928,3401018,1320293,fav,1512061786
188032,4417392,4217906,fav,1512061833
489838,5133976,4801426,fav,1512061837
988428,4091349,3607361,fav,1512061843
489838,1760363,4801426,fav,1512061852
660501,255206,4145813,fav,1512061866
153961,5067595,3160926,fav,1512061874
355301,2948329,3607361,fav,1512061876
41204,636440,2939262,fav,1512061920
767699,4232107,982926,fav,1512061926
791206,3412113,2920476,fav,1512061931
660501,2303234,2735466,fav,1512061933
217448,4986670,982926,fav,1512061936
355301,3084376,4756105,fav,1512061938
759294,3083057,4145813,fav,1512061953
760259,2159634,4181361,fav,1512061967
767699,412807,2355072,fav,1512061969
355301,3146761,3607361,fav,1512061980
27619,4764757,3361496,fav,1512061983
639900,2444391,2355072,fav,1512061983
960681,992517,1567637,buy,1512061989
603144,4839658,4217906,fav,1512061996
760259,4529256,3844144,fav,1512062005
763171,5134843,4145813,fav,1512062011
118472,5134843,4145813,fav,1512062013
573796,2603039,2355072,fav,1512062014
42561,2783905,4756105,fav,1512062044
778639,4480617,4756105,fav,1512062045
355301,1275702,4756105,fav,1512062053
803012,2034498,1868423,fav,1512062071
946670,60801,2465336,fav,1512062072
821322,2866047,1879194,fav,1512062095
139967,1419243,4756105,fav,1512062100
971847,2578030,2465336,fav,1512062104
334034,1854137,883960,buy,1512062106
495267,3167538,4756105,fav,1512062110
581514,807880,4756105,fav,1512062122
971847,4218489,2465336,fav,1512062137
791033,724202,3102419,fav,1512062144
