name,category,price,image_url,description
TRIPLE PACK - Dacco Baby Clean & Soft Wipes 80pcs Pure Water 99%,"[""Ibu & Bayi"",""Perawatan Bayi"",""Kapas & Tissue Bayi""]",118800.0,https://images.tokopedia.net/img/cache/700/VqbcmM/2024/7/9/5a608821-8bcd-4d52-8256-c96d42127cec.jpg,"Isi:
3x Dacco Baby Clean And Soft Wipes Isi 80Pcs

Mengandung Pure Water 99% tanpa kandungan alkohol dan parfume.  
Lembaran tisu yang lebar dan tebal tidak mudah sobek dengan isi 80pcs lebih ekonomis. 
Kemasan penutup yang dapat dibuka dan tutup menggunakan 1 tangan.

Keunggulan Produk
1.99% Air murni
2.Tidak mengandung Alkohol dan parfum
3.Tisu tebal tidak mudah robek

Exp Date 2 tahun dari tanggal produksi

Cara baca EXP Date :
LOT : YYMMDD 
EXP : YY(+3) MM(-1) 
o YY = Tahun +3 dari tahun produksi 
o MM = Bulan -1 dari bulan produksi 

Contoh :  
LOT = 230220
EXP = 2025.01                      
Cara Baca :
2025 = tahun 
01 = bulan 

Pembacaan : YY = Tahun, MM = Bulan
"
Dacco Pembalut Wanita Bersalin & Nifas L - Isi 4 Pcs,"[""Perawatan Tubuh"",""Produk Kewanitaan"",""Pembalut""]",27300.0,https://images.tokopedia.net/img/cache/700/VqbcmM/2024/7/9/5a1b078e-d746-4543-b5e0-8e697741fa15.jpg,"Dacco Pembalut Wanita Bersalin &amp; Nifas Ukuran L - Isi 4Pcs

Pad dengan daya serap yang tinggi, mampu menyerap banyak cairan secara cepat sehingga permukaan kering.  
Memiliki sirkulasi udara yang baik membuat pad nyaman saat digunakan.  
Tidak mudah bergeser.

Keunggulan Produk
1.Daya serap tinggi, mencegah cairan tembus/bocor
2.Lapisan permukaan lembut membuat nyaman dikulit
3.Sirkulasi udara baik mencegah kelembaban

18 x 48,5 cm
Max 550ml

Size : 18 x 48,5 cm
Daya Serap Max 550ml

- Tanpa perekat
- Digunakan pada saat ibu proses pembukaan dan setelah melahirkan
- Diletakkan di tempat tidur seperti penggunaan underpad

Exp Date 3 tahun dari tanggal produksi

Menentukan tanggal expired :
LOT : YYMMDD 
EXP : YY(+3) MM DD(-1) 
o YY = Tahun +3 dari tahun produksi 
o MM = Bulan tetap sama dengan bulan produksi 
o DD = Tanggal -1 dari tanggal produksi  

Pembacaan : 
YY = Tahun, MM = Bulan, DD= Tanggal"
Dear Body Hair Parfume - 100ml All Variant - Simfoni Vanilla,"[""Perawatan Tubuh"",""Perawatan Rambut"",""Parfum Rambut""]",33476.0,https://images.tokopedia.net/img/cache/700/VqbcmM/2024/10/10/354f660a-9c17-4351-9e46-ddd9448c52fc.jpg,"BUY 1 GET 1 . DAPAT 2 PCS HAIR PARFUME

Dear Body adalah brand asal London. Dear Body Hair Perfume berkerja sebagai parfum khusus rambut.

Selain menghasilkan keharuman, dengan adanya kandungan tabir surya mempu melindungi rambut dari sinar UV.
Mengatasi dengan cepat rambut yang bau karena kulit kepala berkeringat karena aktifitas.

Dear Body tersedia 7 aroma dalam ukuran 100 ml, didesain praktis dengan tutup spray dan ukuran travel yang mudah dibawa bepergian.

No BPOM : NA11200600097
"
Byphasse Waterproof Biphasic Micellar Water 500ml - Make up Remover,"[""Kecantikan"",""Pembersih Make Up"",""Micellar Water""]",110600.0,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/10/20/b23461ec-c915-479c-b061-57ceeec65dfe.jpg,"Untuk semua jenis kulit, bahkan yang paling sensitif sekalipun.
Pembersih ang menggabungkan dua fase: fase berair dengan misel (partikel aktif permukaan kecil) yang membersihkan dan menyegarkan kulit, dan fase berminyak yang membantu menghilangkan lapisan anti air yang paling tahan riasan pada wajah, mata dan bibir.

Informasi:
• Memastikan pembersihan sempurna tanpa rasa berminyak, atau perlu dibilas.
• Kombinasi dengan arang aktif yang terkandung dalam formula ini membantu melawan partikel polusi yang mengendap sepanjang hari.

Hasil Akhir :
Membersihkan dengan lembut, menghilangkan make-up dan memurnikan wajah, mata dan bibir.

Keunggulan produk:
• Formula yang disesuaikan untuk semua jenis kulit, bahkan yang paling sensitif sekalipun.
• Toleransi diuji di bawah kontrol dermatologis dan oftalmologis.
• 4 in 1 : membersihkan, menghapus make-up, merevitalisasi dan melembutkan.
• 86% formula dengan bahan-bahan alami.

Petunjuk Penggunaan:
Oleskan ke wajah setiap hari dengan kapas BYPHASSE untuk menghilangkan dan membersihkan riasan dengan lembut."
Dear Body Hair Parfume Sugar Bloom - 100ml,"[""Perawatan Tubuh"",""Perawatan Rambut"",""Parfum Rambut""]",33476.0,https://images.tokopedia.net/img/cache/700/VqbcmM/2024/10/13/52cd82e1-1ef0-4fbc-bb30-6faab2a530ba.jpg,"BUY 1 GET 1 . DAPAT 2 PCS HAIR PARFUME

Dear Body adalah brand asal London. Dear Body Hair Perfume berkerja sebagai parfum khusus rambut.

Selain menghasilkan keharuman, dengan adanya kandungan tabir surya mempu melindungi rambut dari sinar UV.
Mengatasi dengan cepat rambut yang bau karena kulit kepala berkeringat karena aktifitas.

Dear Body tersedia 7 aroma dalam ukuran 100 ml, didesain praktis dengan tutup spray dan ukuran travel yang mudah dibawa bepergian.


No BPOM : NA11200600099
"
Byphasse Caresse Shower Cream Rosehip - 2 Liter,"[""Perawatan Tubuh"",""Perlengkapan Mandi"",""Sabun Mandi""]",110000.0,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/10/20/53438cbe-b8c2-446b-81cf-4c090cd6dcbf.jpg,"ED AUG 2022 Sabun mandi cair bertekstur krim dengan minyak rosehip Chili membersihkan kulit Anda dengan lembut. 
Teksturnya yang creamy dan parfumnya yang elegan dan berbunga-bunga akan membuat Anda merasa nyaman.

Informasi:
Minyak mawar Chili diakui karena sifatnya yang menenangkan dan regenerasi. 

HASIL AKHIR :
Kulit Anda menjadi lembab, lembut, bersih dan wangi 

Keunggulan produk: 
 Formula lembut dan dengan pH netral 
 Lebih banyak membelai dalam ekonomi ukuran 2 liter
 Botol pompa dengan tutup pengukur yang mudah dan praktis untuk digunakan untuk seluruh keluarga

BYPHASSE from Spain
Lulus uji BPOM"
Leivy Double Moisturising - Goats Milk Bar Soap 85gr,"[""Perawatan Tubuh"",""Perlengkapan Mandi"",""Sabun Mandi""]",13709.0,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/7/18/4ffc7903-a50e-4851-8aaf-0a0fa8f47377.jpg,"Dengan harga lebih ekonomis, Leivy Double Moisturising Bar Soap membantu memberikan kelembaban dua kali lipat pada kulit anda. Susu kambing, yg merupakan sebuah formula alami untuk mencegah kekeringan, melindungi kulit dengan baik, dan melembapkan meningkatkan kelembutan kulit. membersihkan tanpa merusak lapisan kulit alami kita.  
Mengandung vitamin A, B, dan E, serta protein yang melembabkan kulit dan Purified Goat’s Milk dan Protein untuk menjadikan kulit putih, ekstra halus dan lembut.

Kenapa Leivy Naturally? 
✔️ Melembabkan Kulit
✔️ Melembutkan Kulit
✔️ Menghaluskan Kulit
✔️ Memutihkan Kulit

--

Leivy adalah sabun mandi import asal Malaysia sejak 1999 yang mengandung 2 kali lipat manfaat susu kambing yang mengandung vitamin A, B, E dan protein, sehingga dapat menyuburkan, melembabkan, serta mencerahkan kulit. Yuk, dapatkan manfaat Double Moisturizing dengan Leivy sekarang juga !

Halal Certified
No. BPOM : NA32150500588

#leivy
#officialstore 
#produkimport 
#showergel
#sabunimport 
#charcoal"
Leivy Body Lotion - Royal Jelly 270ml,"[""Perawatan Tubuh"",""Perawatan Kulit"",""Body Lotion""]",55297.0,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/7/18/5d5dad33-f984-4e6f-96f3-566ca99617f5.jpg,"Leivy Body Royal Jelly 270ml merupakan lotion persembahan Leivy yang terbuat dari bahan berkualitas sehingga sangat baik untuk merawat kulit Anda. Lotion ini membuat kulit Anda terlihat lebih lembut dan halus. Dengan kandungan Bio-White Complex, CoQ10, dan Collagen yang dapat merawat kulit Anda menjadi lebih sehat. Selain itu,  lotion ini memiliki wangi yang sangat harum sehingga memberikan ketenangan saat menggunkannya. 

Detail
- Menjaga kelebaban kulit sepanjang hari
- Mengandung Bio-White Complex, CoQ10, dan Collagen
- Membuat kulit lebih halus dan lembut 
- Produk Import Malaysia Halal ber BPOM
- Original"
BUY 2 GET 1 FREE - Leivy Goats Milk's 900ml,"[""Perawatan Tubuh"",""Perlengkapan Mandi"",""Sabun Mandi""]",150322.0,https://images.tokopedia.net/img/cache/700/product-1/2020/4/24/4818638/4818638_046f58d8-b059-434d-acf0-9156414ad84e_1024_1024,"3pcs Leivy Shower Cream Goats Milk 900ml - FREE GIFT PACK
-
LEIVY Goat&#39;s Milk Shower Cream merupakan sabun mandi yang dapat menjadikan kulit Anda menjadi lembut, kenyal, dan halus. LEIVY Goat&#39;s Milk Shower Cream juga yang berupa krim ini mengandung 2x lipat manfaat susu kambing yang mengandung vitamin A, B, E dan protein yang menyuburkan dan melembabkan kulit serta mencerahkan kulit sehingga kulit tampak lebih putih.

EXP DATE: 2027

Detail:
- Mengandung protein, vitamin A, B, &amp; E
- Diperkaya susu kambing alami
- Cocok untuk semua jenis kulit
- Sudah teruji secara dermatologis
- Sabun cair
- Produk kecantikan import Halal dan izin BPOM

FREE GIFT PACK / KEMASAN FREE GIFT
EXP DATE: 2027"
Wellness Spirulina [90 Capsules],"[""Kesehatan"",""Vitamin & Suplemen"",""Multivitamin""]",304000.0,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/27/cbd30203-936b-4048-a2c3-5acb368f6e44.jpg,"Wellness Spirulina [90 Capsules]

Exp. Date : Juli 2026

Membantu memelihara kesehatan tubuh.

Ingredients : Spirulina Extract

BPOM RI TI. 084 326 311"
Wellness Joint Formula [30 Capsules],"[""Kesehatan"",""Vitamin & Suplemen"",""Calcium""]",272000.0,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/27/2a0d1302-3ea8-4d7f-9269-9caa7f6aa3b0.jpg,"Wellness Joint Formula [30 Capsules]

Exp. Date : Juni 2027

Untuk memelihara kesehatan persendian

Ingredients : Glucosamin Sulfate, Chondroitin Sulfate, Vitamin C, Manganese, Boron, Bromelain

POM SI. 084 326 861"
Wellness Echinacea Vit. C [30 Capsules],"[""Kesehatan"",""Vitamin & Suplemen"",""Multivitamin""]",200000.0,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/27/5c87a50f-54a2-4afd-8dcb-5a3d1bc5ea88.jpg,"Wellness Echinacea Vit C [30 Capsules]

Exp. Date : September 2025

Membantu memelihara daya tahan tubuh.

Ingredients  :
Echinacea Extract, Vitamin C

BPOM SI. 094 330 061
"
Bio Oil Skincare OIl Natural 125ml + Dry Skin Gel 50ml,"[""Perawatan Tubuh"",""Perawatan Kulit"",""Stretchmark Cream""]",317250.0,https://images.tokopedia.net/img/cache/700/hDjmkQ/2023/11/16/d17c0406-3476-4bae-be74-213a4c6e98c7.jpg,"Bio Oil - Skincare Oil Natural 125ml

Exp. Date : Maret 2026

Bio-Oil Skincare Oil Natural adalah produk spesialis perawatan kulit untuk membantu menyamarkan scars dan stretch marks yang terbuat dari 100% bahan alami.

Benefits :
- Peregangan Kulit
Membantu mengurangi kemungkinan pembentukan stretch marks selama kehamilan, pertumbuhan pesat pada remaja dan periode kenaikan berat badan, serta membantu menyamarkan stretch marks yang sudah ada.
- Bekas Luka
Membantu menyamarkan bekas luka.
- Warna Kulit yang Tidak Merata
Membantu menyamarkan warna kulit yang tidak merata pada tipe kulit yang terang maupun gelap.
- Penuaan dan Kulit Kering
Membantu menghaluskan dan meratakan warna kulit yang mengalami penuaan dan kerutan baik pada wajah maupun tubuh, serta membantu mempertahankan kelembaban. 
BPOM RI  ND53200100001

Bio Oil - Dry Skin Gel 50ml

Exp. Date : November 2025

Bio-Oil Gel Kulit Kering merupakan pelopor baru dalam produk spesialis perawatan kulit kering. Bio-Oil Gel Kulit Kering terdiri dari 87% minyak, menjadikannya pelembab intensif. 

Suggested Use :
- Bio Oil Dry Skin Gel, dapat digunakan keseluruh tubuh, dan pijat dengan gerakan melingkar sampai terserap.
- Oleskan pada kulit kering sesuai kebutuhan.
- Gunakan lebih sedikit dari penggunaan cream.

 BPOM RI ND 53180105001    "
Dacco Mama Pad 3D Isi 24Pcs - Triple Pack,"[""Ibu & Bayi"",""Peralatan Perlengkapan Menyusui"",""Breast Pad""]",82200.0,https://images.tokopedia.net/img/cache/700/VqbcmM/2024/7/9/1412ba20-1f2e-40c8-b924-b82d0eb82ccb.jpg,"Isi:
3x Dacco Mama Pad 3D Isi 24Pcs

Dengan bentuk yang solid, disesuaikan dengan bentuk payudara Ibu.
Polimer penyerap bermolekul tinggi akan menghalangi ASI yang diserap kembali ketubuh Ibu.
Daya serap Max. 70cc
Pad memiliki sirkulasi udara yang baik. 
Distabilkan/ditahan dengan baik oleh tape untuk menghindari pad bergeser.

Keunggulan Produk
1.Daya serap tinggi
2.Anti geser dengan 5 perekat
3.Tipis sesuai dengan bentuk payudara

Exp Date 3 tahun dari tanggal produksi

Menentukan tanggal expired :
LOT : MMDDYY (Tanggal Produksi)
EXP : MM DD(-1) YY(+3) (Tanggal Kadaluarsa)
o MM = Bulan tetap sama dengan bulan produksi
o DD = Tanggal -1 dari tanggal produksi
o YY = Tahun +3 dari tahun produksi


Cara baca EXP Date :
LOT : 091421 (MMDDYY)
EXP : 091324 (MMDDYY)
(Keterangan)
09: Bulan
13: Tanggal
24: Tahun 

Pembacaan : MM = Bulan, DD = Tanggal, YY = Tahun"
